model,unfairness_metric,unfairness_weight,iteration,unfairness,kappa
GaussianNB,overall_accuracy_equality,2,95,0.1735439450321558,0.23123282692144162
GaussianNB,overall_accuracy_equality,2,96,0.10309361012383525,0.25670790714822067
GaussianNB,overall_accuracy_equality,2,97,0.16030000194894073,0.3036398305158858
GaussianNB,overall_accuracy_equality,2,98,0.1017321810494663,0.24447042028716895
GaussianNB,overall_accuracy_equality,2,99,0.040177500770726376,0.1947567136858004
GaussianNB,overall_accuracy_equality,2,100,0.0817347065065977,0.2358222894432388
GaussianNB,overall_accuracy_equality,3,1,0.0836152203960423,0.12717609112717093
GaussianNB,overall_accuracy_equality,3,2,0.2001984126984127,0.17810175131702377
GaussianNB,overall_accuracy_equality,3,3,0.042360164602166656,0.2539753892719629
GaussianNB,overall_accuracy_equality,3,4,0.13815750209440647,0.18138936961928337
GaussianNB,overall_accuracy_equality,3,5,0.06804561939538464,0.2615969189620104
GaussianNB,overall_accuracy_equality,3,6,0.08297657535216468,0.19406441157805776
GaussianNB,overall_accuracy_equality,3,7,0.06565016539987933,0.19231384043007396
GaussianNB,overall_accuracy_equality,3,8,0.07121908044209842,0.19909263393481677
GaussianNB,overall_accuracy_equality,3,9,0.06702138661371723,0.24261747905793635
GaussianNB,overall_accuracy_equality,3,10,0.07528690081397038,0.1841533059620858
GaussianNB,overall_accuracy_equality,3,11,0.09437978536052824,0.20987034146093594
GaussianNB,overall_accuracy_equality,3,12,0.13258285764578673,0.21111062875022152
GaussianNB,overall_accuracy_equality,3,13,0.12700567866092977,0.20853584845069614
GaussianNB,overall_accuracy_equality,3,14,0.14693537504814008,0.2689362237069614
GaussianNB,overall_accuracy_equality,3,15,0.0864595196350693,0.19484173537765093
GaussianNB,overall_accuracy_equality,3,16,0.10261296279914045,0.32153779137466854
GaussianNB,overall_accuracy_equality,3,17,0.10825205556755903,0.28725407092322774
GaussianNB,overall_accuracy_equality,3,18,0.1189295522628856,0.1731003810320235
GaussianNB,overall_accuracy_equality,3,19,0.07869085529268596,0.23487550463599793
GaussianNB,overall_accuracy_equality,3,20,0.08758158508158506,0.1993315808139372
GaussianNB,overall_accuracy_equality,3,21,0.06313675063675062,0.173321235371733
GaussianNB,overall_accuracy_equality,3,22,0.05593897413934057,0.20443127285411616
GaussianNB,overall_accuracy_equality,3,23,0.10299335836022158,0.2024535491243577
GaussianNB,overall_accuracy_equality,3,24,0.13192681836895026,0.15258379009187722
GaussianNB,overall_accuracy_equality,3,25,0.07359292754029598,0.20775675108587313
GaussianNB,overall_accuracy_equality,3,26,0.1135316279095622,0.22771862689124886
GaussianNB,overall_accuracy_equality,3,27,0.11863289341062375,0.11105633946499555
GaussianNB,overall_accuracy_equality,3,28,0.08272743135168188,0.18771400009250344
GaussianNB,overall_accuracy_equality,3,29,0.14395622063198288,0.12446178243902076
GaussianNB,overall_accuracy_equality,3,30,0.04331004562783072,0.27389540060166506
GaussianNB,overall_accuracy_equality,3,31,0.14150216422333833,0.17743717178310908
GaussianNB,overall_accuracy_equality,3,32,0.07554926464680817,0.23418780480336243
GaussianNB,overall_accuracy_equality,3,33,0.1275454601307408,0.16249467055821396
GaussianNB,overall_accuracy_equality,3,34,0.11239118989118992,0.15525980230357178
GaussianNB,overall_accuracy_equality,3,35,0.08169709771540437,0.17115923296787292
GaussianNB,overall_accuracy_equality,3,36,0.11512947293634027,0.1095355644676329
GaussianNB,overall_accuracy_equality,3,37,0.0806640894140894,0.19962285386206793
GaussianNB,overall_accuracy_equality,3,38,0.11292143401983218,0.13416086744914354
GaussianNB,overall_accuracy_equality,3,39,0.11480763827255056,0.1972879543441102
GaussianNB,overall_accuracy_equality,3,40,0.117288047563798,0.1844070262404495
GaussianNB,overall_accuracy_equality,3,41,0.10685596764082116,0.2524691588512424
GaussianNB,overall_accuracy_equality,3,42,0.18111631734062972,0.2356786202975065
GaussianNB,overall_accuracy_equality,3,43,0.09315681164545624,0.13735056241328153
GaussianNB,overall_accuracy_equality,3,44,0.06988893767030445,0.07197141216232894
GaussianNB,overall_accuracy_equality,3,45,0.11947846138052665,0.272410995446266
GaussianNB,overall_accuracy_equality,3,46,0.08770468042636238,0.16326187243261434
